id,video_id,time,author,text,label,hate,evaluated
Ugjt2Vc3GyztuHgCoAEC.7-H0Z7-59Yb7-H6a6opauQ,rugiGF9TUjU,4 years ago,Yaroslaw Kovalchuk,где вы видели в европе рабов да россия отказалась от крепостного права позже всех в европе а насчет продажные вы явно приоритеты расставляете не в том порядке продажней пр нет и не было никого ,False,False,True
Ugh18ElhzgVjvngCoAEC.7-H0Z7-3Blg7-LAAqApL1p,NiT0zcDA9RU,4 years ago,burahai Kubduud,премьер украины азаров заявил что от беркута пострадал участник майдана младше лет ,False,False,True
UgiEX45e7vq9JHgCoAEC.7-H0Z7-PbjX7-H1PBMOI2U,0k8GVmgB9Hw,4 years ago,Андрей M.,как только таких уёбков как ты земля носит ,True,False,True
UgiVf4uTXz5icngCoAEC,eRNgCIsFhAo,4 years ago,FatCat, типовий представник молодіжного бидла задопомогою таких опозиція хоче роздерти країну на шматки щоб в процесі урвати собі пару смачних шматочків мені сумно від того що в нашій країні так багато от таких безмозглих бидланів котрі згодні за пару сотень гривень чинити безпорядки та ганьбити нашу країну перед усім світом ,True,False,True
UghOgFyWTCtQFngCoAEC,6HtbdFfaYUc,4 years ago,Николай Прышляк,пидеры ,True,False,True
Ugj5-8F2Zym6wngCoAEC.7-H0Z7-8cDA7-H0islgEQr,T6IbEIBhb8o,4 years ago,Амиран Хоштария,чо ты хуйню несеш дурачек чтоли ,True,False,True
UgjOGqBmyNAJj3gCoAEC,yjMs_vAV6S8,4 years ago (edited),Alex Mads,животные во что вы превратили свою страну беркут это ваши соседи сограждане возможно родные вы как стадо пляшете под чужую дудку мне искренне жаль тех ребят которых на этом видосе уволокли хз куда или как это там на ваше тазу незалежности называется взяли в плен ,False,False,True
Ugi2mtureIsoJngCoAEC,T6IbEIBhb8o,4 years ago,роман касперский,как так по зверски можно нажимать на курок автомата неужели нет бога неважно для меня кто это делал я в душе прошу бога чтоб эти люди страдали и мучились всю свою оставшуюся жизнь долго и больно проклинаю от души этих автоматчиков ,False,False,True
UgiHo5Fe6z-CcHgCoAEC,NiT0zcDA9RU,4 years ago,Slava Lesnikov,тяжело на душе стало разводят вас ребята как тех арабов дикарей много общего поводыри ваши продажные провокаторы там где надо работать созидать объединиться можно покричать пострелять повоевать да наплевать им на украину и януковичи и ющенки и юли найдут где спрятаться а вы ,False,False,True
UghZ8UtqSvDGJngCoAEC.7-H0Z7-EUJv7-OBv7wVRIw,zCmV4dX5tgs,4 years ago,aniodchai, александр никитинэто ты даже своего патрона превзошёл семья это бит даже меньше чем винтик использовали стёрли ,False,False,True
UgjY2gfJOg1IWngCoAEC,XnsmJk5YIuo,4 years ago,Владимир Кансаев,во черти ,False,False,True
UgjRZtxGZuA1xngCoAEC.7-H0Z7-Pd7c7-Hn9pJJkr4,T6IbEIBhb8o,4 years ago,Русофобский Жидобандеровец, александр письменсков долбоеб твоя страна уничтожила свои собственные башни близнецы убила собственных граждан твоя страна полицейское говно даже в украине нет такого беззакония органов правопорядка как у вас соси член путина дальше ведь скоро ты будешь сосать у китайцев тупая русская пизда у тебя даже доказательств нет что украинский и русский это один народ троянский конь ,True,False,True
UgiQogZ_96FAk3gCoAEC.7-H0Z7-CcSx7-XBwstrHBl,jRX9Hq08sGc,4 years ago,S. Skydan, сергей корзинин а ты вообще поц больной ,True,False,True
UggwMZBoJY9FK3gCoAEC,seKRkKwUEdE,2 years ago,владимир яковлев,девочки нахрена вы лезете в политику отличная музыка донбасс вас любит любите и нас ,True,False,True
UghO4Ops6ctSOXgCoAEC,IqFdatdem64,4 years ago,CossackTV,будет черезвычайное положение прийдется уходить в леса наверно снова будет упа ,False,False,True
UggalxXWYgEAzXgCoAEC.7-H0Z7-NhXW7-H8SxqGerc,NiT0zcDA9RU,4 years ago,Igor Rodan, юрий шемчук ти не правий ці люди стояли там тільки за свої особисті інтереси без політиків ,False,False,True
UgjOlSrZ2b7LpXgCoAEC.7-H0Z7-Cocm7-IUb9zp5Oh,T6IbEIBhb8o,4 years ago,tomas Muller,мне пофиг что дедушка рассказывал мой дед тоже воевал ну что ,True,False,True
Ugj09zcWVtHR4XgCoAEC,T6IbEIBhb8o,4 years ago,Александр Тимоновский,какой же это берут одеты кто в чего да еще повязки на руках эти националисты совсем охренели пора пулеметы доставать ,False,False,True
UghKkI6Qty75rngCoAEC,xZUzfzTLD4U,4 years ago,DEMANUGA CD,вы конечно меня извините но янукович беспомощное чмо пока он жопу свою мерит на какой член она на лезет беркуты пизды огребают беркуты тоже терпилы давно бы уже сами власть организовали бы берите пример с батьки вон дал всем пизды и порядок в стране железный как батькин кулак ,True,False,True
UgjPgJJEGxh1PngCoAEC,T6IbEIBhb8o,4 years ago,Rollso,сколько тут ботов из рашки жуть ,False,False,True
Ugz-iP27WwtXeWezH3F4AaABAg.8bjRcqmoGSw8cz5u7OitnR,8SqTaE4-5a4,3 months ago,Антисєпар,що кожну перевіряв ,False,False,True
UgguSzG11AS4EHgCoAEC.7-H0Z7-PpXN7-ZF8dz7gi8,8SqTaE4-5a4,4 years ago (edited),Vlada Poltavskaya,лично я не пользуюсь я вообще в норвегии живу и пользуюсь электроплитой ,False,False,True
UgiKqsmZ8zI_T3gCoAEC,8SqTaE4-5a4,11 months ago,Екатерина Головко, янехочувойны ,False,False,True
UggjS4eoSP3H43gCoAEC.7-H0Z7-S_Cn7-H6yGQcoWp,rl6PzLyKt_s,4 years ago,norinda09,ну то і далі чекайте другого пришестя хреста чекайте далі на якогось ідеального лідера за яким ви підете чекайте поки не постарієте і вам вже нічого не треба буде ви ж терплячі і ростіть своїх дітей рабами для вітіних онуків але знайте в старості можете гірко пожаліти що навіть не спробували щось змінити в цьому світі ,False,False,True
UgiYSUWHPFfRUXgCoAEC.7-H0Z7-98Xh71ZlK5xrlKL,K0icRY1Ae5A,3 years ago,Василий Корнев, саша гарматний ты че в натуре дурак ты разве не видишь преследований инакомыслящих не угодных партий аресты людей в харькове и иных городах похлеще чем при сталине это демократия тогда ты дятел ,True,False,True
UggyHdkPdL_mxHgCoAEC,0WsJ8-tJeC8,4 years ago,коля павловский,могу подтвердить на майдане ничего не платят вещи привозят люди сами кто что может также самое с продуктами и деньгами кстати деньги можно жертвовать только в трьох местах кмда дом пофсоюзов жовтневий палац приятно что автор относится к майдану не предвзято слава україні ,False,False,True
UghpAE3OXoGUOngCoAEC.7-H0Z7-T_h_7-H11hpYAaR,FXCliOGt0Jc,4 years ago,mazay krolik,все уже давно создано связывайтесь с координаторами в своем регионе чего еще нужно то может людей надо за ручку приводить и заставлять бороться за страну все уже есть все уже создано присоединяйтесь ,False,False,True
UgjgqU-7GP4SdXgCoAEC,KTtAtejbA88,4 years ago,John Maxwell,бедняжки наверно это русские били их какие спец люди путина ,False,False,True
Uggzpc7d5PgRwXgCoAEC.7-H0Z7-9Ukp7-Zf71n9vcG,d88DwqC8YGk,4 years ago (edited),Виталий Герасименко,а ха ха крупнейший поставщик зерна для эуропы не космических кораблей самолетов танков тракторов трансформаторов станков автомобилей кранов экскаваторов да металлопроката или удобрений на худой конец а зерна ебаный стыд зерна чему ты гордишься нацист смени эмблему на серп и иди сей зерно для гансов что произвело предприятие где ты финансовый директор твоя статистика продажная девка капитализма я видел румынию в и я ездил туда продавать всякое барахло в обмен на колу чипсы жвачку я видел румынию в прошлом году ехал на своей машине с семьей отдыхать в болгарию не особо румыния и отличается и шестикратное увеличение ввп на душу румына я совсем не увидел а про польшу так сравни ассоциативный договор польши с тем что было предложено украине и ты все поймешь польша буфер между европой и россией и в польшу бабла влито было мама дорогая а какое сотрудничество в космосе юмз развалено гкб южное стоит где космическая отрасль подожди год и смени яныка а не уничтожай имущество и экономику страны к гражданам которой ты себя причисляешь ,True,True,True
UggZtGGQHIUMM3gCoAEC,8SqTaE4-5a4,3 years ago,Антон Валиев,мои и ваши деды бились бок о бок как одно целое а вы сейчас занимаетьмь дискриминацией стыдно что вы не уважаете историю если вы забыли ошибки истории я надеюсь она напомнит о них ,False,False,True
UggBwrb0HMe5MHgCoAEC,V5uy0IGiWkQ,4 years ago,Брутальный_Ник,сука лучше бы вы все у папки в трусах засохли стадо дегенератов скучно вам живется войны хочется ,True,False,True
UggUTiS7npiuSHgCoAEC.8C9urTKwtrf8Y8izzaMmzL,8SqTaE4-5a4,8 months ago,Oreol Fest, прошу прочитайте напомнить как вам по тв говорили что у нас свастика статуя гитлера и вы верите в этот идеотизм россияне （именно россияне а не русские）хотят вернуть ссср я чесно говоря понимаю что пока не сменят правительство у нас будет твориться пиздец и я против эвропы т к они хотят просто нас засадить на кредиты и мы вынуждены продавать свои земли например финляндия они назад закупают свои земли драл я ваши эвросоюзы и советские союзы в том числе и к кому свалил мудак с именем янукович правильно к путину чушке ебаной ,True,False,True
UghqageqHyXD2XgCoAEC,V5uy0IGiWkQ,4 years ago,Bivis12,тільки мусара знають в яких притонах шукати таких уродів ,True,False,True
UgiqpEBrDQvGNngCoAEC.7-H0Z7-JHns7-PHdmN9gPf,8SqTaE4-5a4,4 years ago,Ирина Филиппова,никто у нас не собачится это русское слово отражающее очевидно определенные внутрироссийские проблемы нам не свойственные к нам приехали хорошо вооруженные русские туристы с удивительными для нас словечками поребрик которые активно иммитируют противостояние которого не существует если даже удалось откопать сталинских бабушек которые очень хотят в прошлое поскольку будущее у них по естественным природным причинам и эти бабушки вдохновенно откликаются на призывы убивать всех говорящих на украинском языке всех кто был на майдане всех ко его поддерживает всех кто стоит под украинским флагом так это шизофрения господа когда вы несете нам свою массовую шизофрению свой фашизм пытаетесь провести путизацию украины вы абсолютно не учитываете что ментальность у нас с вами абсолютно различная зомбируя сталинских бабулек кровожадными призывами или привлекая к борьбе с украинским народом криминал и люмпенов вы тем самым показываете уровень собственного развития обнажаете собственные приоритеты люмпенизация россии ее криминализация и т д ,False,False,True
UgggEIPK55ZTRXgCoAEC,E950t1WGiE0,4 years ago,Владимир ЛЕВЧУК,пропаганда украинских наци ,False,False,True
UgjGW7L-pwzKwngCoAEC,T6IbEIBhb8o,4 years ago,Васо Нестер,беркут стреляйте хотя б по тем кто вооружен ,False,False,True
UggodkcEbg38THgCoAEC,8SqTaE4-5a4,4 years ago,Дмитрий Жириновский,хватит слушать сми и паблики ,False,False,True
UgiQANmIW9-gtHgCoAEC.7-H0Z7-FfAf7-H2qJn2OX5,V8B4KOpCSV0,4 years ago,Александр Шаповалов,ты защитник олигархов ,False,False,True
UgjWbDOLm5Xr3XgCoAEC,8SqTaE4-5a4,4 years ago,Jony Hilson,очень долго ждал мнения ярмака о событиях на украине хорошие слова ,False,False,True
Ugw99-BKr1yPcnc11L94AaABAg,8SqTaE4-5a4,4 weeks ago,Таня Турлюн,у меня мурашки по коже идут ,False,False,True
UggsQjBOTjGbiHgCoAEC.7-H0Z7-N7Ro7-H1ium_vdz,T6IbEIBhb8o,4 years ago,Алекс Леусов,да дебил ,True,False,True
UgjLhi4Lflo3tHgCoAEC,8SqTaE4-5a4,3 years ago,Актуальные темы,вот счас вообще не шутка и не смешно на колени нельзя упасть когда ты уже на них ,False,False,True
UgiYKBbLZhtMNngCoAEC,eufNblKL65s,3 years ago,Елена Баженова,он что читает текст ,False,False,True
UghoZ_SoWqfN3ngCoAEC.81l0uBJ4Suw86xZ9QRgX0g,8SqTaE4-5a4,2 years ago,GALE, дима г головой точно не ударялся кто его закрыл это платный канал покупай подписку и смотри это политика канала только его никто не смотрит ,False,False,True
UggUkgt3kGum5ngCoAEC,eufNblKL65s,2 years ago,Helen Neleh,господа не верьте ему он вместе с михалковыфм подбираются к доильному аппарату сколько михалков отдоил госсредств сколько михалков с кончаловским отдоили госсредств на сеть едим как дома это они подбираются к народным деньгам чтобы доить вас всех люди очнитесь у вас у многих холодильники пустые впрочем как и у меня они жрут деликатеся а многие из нас уже запивают хлеб водой не верьте в его искренность это ход конем кончаловским для михалкова не верьте все они так сладко говорят пока не подберутся к трону ,False,False,True
Ugi9wPARQsqVV3gCoAEC.86Fh5isY1hG89pRXFy7IDI,H8ABnhoxhMw,2 years ago,Mart Ini, ментал атак вы приятный собеседник все ваши аргументы столь сильны ведь именно обо мне нужно говорить никак не о словах хакамады ведь ее сложно критиковать все что она говорит все это правда из первых уст про меня можете нести всякую околесицу ,False,False,True
UghM-bEEpd6m8XgCoAEC.7-H0Z7-4LSD7-_NfWYYNZP,BtCEuApUR2s,3 years ago,EtozheFenix 1488,а сам трусишь уебак ,True,False,True
UgwXu_fOi6Un_EmtWW54AaABAg,vHiZuv7e7m8,3 months ago,Елена Самусенко,ооооооо наденька ,False,False,True
Ugi7TAnljYd6W3gCoAEC.7-H0Z7-7YF08OMDxLUpGK2,8SqTaE4-5a4,1 year ago,Chop Pley,россию на хахлов променял ,True,True,True
UggUI-SbuweQwngCoAEC.7-H0Z7-9rJI8eQRwUfgKSc,gqY8gUuN7_M,2 months ago,Дмитрий Дорохов,а вы должно быть паганини новый педрила ватный ,True,True,True
UggypFjt8nfuu3gCoAEC.8D9MwFp-TOS8JY_XgCMs-k,IC7sx75-A0Q,1 year ago,Kiewsky,иди слушай зверева и не еби украинцам мозги ,True,False,True
Uggc7SyTzJa7nngCoAEC,H8ABnhoxhMw,4 years ago,Татьяна Цыпина,хакамада как пьяная несет бред развязно держится она оскорбляет украину тем что заявляет что весь народ на майдане или поддерживает майдан это не так меня радуют результаты голосования втрое больше тех кто на нашей стороне умничка вероника поддерживаю спасибо соловьеву за передачи всегда смотрю ,False,False,True
UgiovFrGzTBktXgCoAEC,emN4Sz3uasU,4 years ago,Татьяна Черкаская,так буде з кожним хто осмілиться сказати проти вілкуловсько царькової банди гнид привезуть ублюдків з тупими писками які будуть убивать та калічить своїх ,True,False,True
UghUDY-F3vX0mHgCoAEC,T6IbEIBhb8o,4 years ago,Sergo Drozdoff,я бы вас бендеровцев давно пострелял нахуй падлы ,True,True,True
UgiNAmbAuUhwaHgCoAEC,sL6UJ9EcxDw,4 years ago,лиля кудряшова,куриные яйца ну может в этот момент были яйца а полчала после этого а в другое время яйца были хрен у дядек летних болтался между ногами ,True,False,True
UgjH1I0ljNONwXgCoAEC,zCmV4dX5tgs,4 years ago,юра юра,хакамада мразь неруская она не за русских точно да еще и пьяная пришла на программу гадина мерзкая ,True,False,True
UgirXwqgaIqEt3gCoAEC,-1q9A3eSiHg,4 years ago,Jenyati,все кончится развалом страны а этот ролик проплачен украинцы братья ,False,False,True
UgjR1CHlcX6c3HgCoAEC.7-H0Z7-ST_R70-aRDhZ6V9,K0icRY1Ae5A,3 years ago,Slava Ljutoff,блокирован как тролль рассылатель спама не увижу лишнего упыря отличная новость старайся лгать ваше все но суть такова что правда то тебя опосля обухом по ебальцу то накажет и род твой паршивый ,True,False,True
UgiBYKc2inejuHgCoAEC,eRNgCIsFhAo,4 years ago,Александра Коробова,слава україні ,False,False,True
Ugj4WQimDc58uXgCoAEC,GGaQ5BDNouM,4 years ago,AydarBMSTU,пианино куплено на деньги госдепа сша ,False,False,True
Uggi6b6vFGid7ngCoAEC.7-H0Z7-7G7E7-I2ry0Y8lx,zCmV4dX5tgs,4 years ago,Oleg M,я живу в бельгии тут был репортаж про украину и знаешь что тут сказали нам нужна страна она принадлежит европе мы должны использовать людей с высоким образованием и переманить их сюда но пускать их в европу пока что не надо слишком рано ,False,False,True
UgjdDuhTaI9Bv3gCoAEC,yjMs_vAV6S8,4 years ago,Даша Волкова,смотрели бы видео с начала а не то что власть скидывает узнали бы этот мент убил парня перед этим и полностью получил по заслугам ,False,False,True
Ugiudy2eB6ODRngCoAEC,jRX9Hq08sGc,4 years ago,vova5742,пси продажні боєтесь без зарплати остатись зголоду здохнути звільняйтесь поки не пізно ,False,False,True
UgjNJJZKPKnQrngCoAEC.7-H0Z7-BdAg7-HZa_UYvZ0,FXCliOGt0Jc,4 years ago,Любовь Комарова,причем тут люди рыба гниет с головы народ не спрашивают а теперь помощи просят у народа ,False,False,True
Uggc9EvsZ42a_XgCoAEC,XW6hWPZglv8,4 years ago,василь романюк,корочи москалики зомбі живіть в своїй раші і нухайте путлеру жопу ,True,True,True
UgiC_alVOwhjiHgCoAEC.7-H0Z7-KFCM7-RAsUkgkRI,8SqTaE4-5a4,4 years ago,Леонид Назаренко,героям слава ,False,False,True
Ughc9sPhH4Ukv3gCoAEC,cqIl7FDeIms,4 years ago,SuperFranik,просто супер ,False,False,True
UgiD_64QOco2mHgCoAEC.7-H0Z7-Gxl27COjCGn_bUA,ihixlCUv3tY,3 years ago,Денис Разуменко,если от тебя уйдет жена ее не надо избевать и держать на цепи а менятся самому чтобы она осталь с тбой украинский народ в праве выберать свой путь сам и набивать свои шишки сам лубое дело не проходит без ошибок и поражений надо просто двигатся вперед пока есть возмжность ,False,False,True
UggVNvsNkZPUvHgCoAEC.7-H0Z7-I7Sg7-iAHBdcTMy,wObv3OVPk30,4 years ago,иван русский, это ты про правый сектор с уноунсо ,False,False,True
Ugi1aX2vZ0vdfXgCoAEC.7-H0Z7-AFE37-iVSc403VD,XcFDWjoFEjs,4 years ago,Petro Didula,ісус зустрічався із демонами лице в лице тому він їх перемагав ви приречені на програш тому що їх боїтеся ,False,False,True
Uggy6Ng-HvqOR3gCoAEC,IqFdatdem64,4 years ago,Dmytro Lisunov,очень жалко россиян в основе пишут гадости здесь люди которые дальше своего жопоградско мухосранского не выезжали ну или тролики чтобы понять что происходит нужно выехать с ж м хотя бы в киев я молчу про львов и вообще молчу о европейских столицах хотя люди вышли уже не за европу русским не понять у них все хорошо ,True,False,True
UgjfmGpSQOtHGngCoAEC.7-H0Z7-T-tN7-H2e_6uEZG,T6IbEIBhb8o,4 years ago,xaoc80,пока такие дебилы есть на украине януковичу можно не волноваться ,True,False,True
UggseOFTmXvalngCoAEC,8SqTaE4-5a4,4 years ago,Crossant,я за майдан они хотят лучшего для украины сейчас наша страна на нишей планке развития но я надеюсь что мы добьемся своего надо менять все если мы перейдем в ес то может для нас где то рядом засияет маленький луч надежды и новой эры для нашей батьківщини україни ,False,False,True
UggOzILSRAmSD3gCoAEC,zCmV4dX5tgs,4 years ago,Gennady Kononov,так смешно все это смотреть слушать и читать восприятие россиянами происходящего в украине напоминает восприятие голливудом происходящего в россии медведи гуляющие по улицам военные шапки спьецназ и тд ,False,False,True
UgjItatZaK6UAHgCoAEC,4D2EPDACTqY,4 years ago (edited),Юра Юрко,набридло сміття нехай відставку янучар то сміття не буду ,False,False,True
UgjfXB1A3JnGMHgCoAEC,zCmV4dX5tgs,11 months ago,LenaSivers,какая же неприятная эта японская обезьянка вульгарная до невозможности ,False,False,True
UghVew2GDBaq3XgCoAEC,xZUzfzTLD4U,4 years ago,Юля Акопян,евросоюззз смешно есть европа америка и россия это два ядерных полюса а украина между ними подумайте над всей этой заворушкой говорят вам о свободе а сами ищут место для пво ,False,False,True
Ugjy2l06iPtArngCoAEC,GGaQ5BDNouM,4 years ago (edited),Сергей 63,сомнительный чистый звук без внешних помех запись с такого расстояния должна быть наполнена постороними шумами где какафония звуков майдана по видюшке видно что снимали не професиональной апаратурой а на телефон или фотоапарат записать такое нереально нужна офигенная професиональная техник которая сможет качественно обработать выносной микрофон так что может он и играл эту композицию но видео явно не оригинал ,False,False,True
UgiMkVDHgkJXlngCoAEC,8SqTaE4-5a4,4 years ago,Anonimus,мне так нравитса мои товарищи россияне их там нет они не жили в этой стране последние лет они верят новостям и паре роликам из интернета а то что тв все путину пренадлежит и говорит то что выгодно нашему правителсьтву а те кто обсирают ярмака это завистники которые ничего не могут в своей жизни которые только осуждают а чтобы осуждать надо самому чего нибудь добиться а такие как олег и прочие иди лесом не ваша проблема и сами вы никто и мнение ваше ничего не значит ,False,False,True
UghfetwwLd_MwngCoAEC,o4M1gwYvlaI,4 years ago,Love Craft,супер ,False,False,True
UghlmeORQkoDongCoAEC.7-H0Z7-QUb_723f_BL6TCz,cqIl7FDeIms,4 years ago,NichiroTeikoku,тебе в сало ,False,False,True
Ugi2bzDqCfF7lHgCoAEC.7-H0Z7-CJ687-HDngyrnoE,XZOmqRzLqp8,4 years ago,Виктория Ильчук,и то мало будет за то что погубил столько людей ,False,False,True
Ughuh340M12nmXgCoAEC.7-H0Z7-IT4p89vTJWBHEUU,u79Uw1hP6dY,2 years ago,Ы - 137,каким бы немодным было слово главное это чтобы ясно отражало суть явления какими предложешь заменить такие старые понятия как совок москаль пахнет нафталином ,False,False,True
Ugg9ojEA1nQRb3gCoAEC,T6IbEIBhb8o,4 years ago,MsAlexHunter, канал и радио свобода источники конкретной дезинформационной войны на украине вот эти каналы надо гасить в первую очередь они еще рф обвиянют в дезе сверхнаглость зашкаливает а молодые украинцы верят им мозгов нет еще пока ,False,False,True
Uggt3VA8l7yx3HgCoAEC.7-H0Z7-7JuT7-H4OXJiKgq,GGaQ5BDNouM,4 years ago,ilya sergunichev,не особо то смешно всего конечно не будет но суть должна быть понятна ,False,False,True
UghriZRq_IuXjngCoAEC,XW6hWPZglv8,4 years ago,Ирина Фортуна,беркут вперед ,False,False,True
Ugi7uBudtMBaXngCoAEC.7-H0Z7-PTZ37-H1G7U0hyh,0WsJ8-tJeC8,4 years ago,Константин Тычина,дорогой тролль вы не только не смотрите видеофайлы в коментах которых гадите но даже не читаете ответов на свои прошлые высеры понимаю некогда работы много ,True,False,True
Ugge83iWEdJmBngCoAEC,yBTb4KZw7vc,4 years ago,Negan,быдло ,True,False,True
UgjFnCAU74hubngCoAEC.88Nha7La0EK8D-CMQUjbKq,8SqTaE4-5a4,2 years ago,Nastya Kay,поет то он про прошлое а не будущее ,False,False,True
UgiPyJN86XDAC3gCoAEC.8LYpq_fv_pi8La-cm2S6lC,FURCpwiZQuc,1 year ago,SinCity Company,спасибо ,False,False,True
UggRro2-TIStNngCoAEC.7-H0Z7-Cr0J7-HH808Beni,6NeJfnvbFHE,4 years ago,Dmt_n,ага там еще израильский моссад в глобусе присутствовал ,False,False,True
UghrHbx8LFb-93gCoAEC,zCmV4dX5tgs,4 years ago,Avaldemon,в америке у нас винят демократов или республиканцев а в последнее время и геев начали винить за ураганы у нас тоже есть сумасшедшие христиане даже больше но геи или демократы это американские граждане и все претензии всегда к себе ну не может быть всегда кто то виноват другой это безответственно я не хочу сказать что россия токая ужастная нет она может и будет велика вновь только когда прекратит винить внешнего врага силы направлены не туда ,False,False,True
UgibVZZ3OR8fk3gCoAEC,utnx5IEnG-k,4 years ago,GGG GOOD,слава украине героям слава ,False,False,True
Ugi0e-AW-mWqDXgCoAEC.8DgVfVpng7z8FDtBqzqZky,zCmV4dX5tgs,1 year ago,Вадим Романюк,так ведь пардон именно они и заложили эту модель государства и экономики вы вообще помните е когда убыль населения составляла чел в год ,False,False,True
UgjC0D99e-NXhngCoAEC.7-H0Z7-6Tvm7-HdrzPBC1y,uhwtsjFbQK4,4 years ago,TheGatuZa,ты порвать можешь только бутылку водки пидрило кацапское сиди там у параши и не мычи ,True,True,True
UghryJXA3kUBzXgCoAEC,zA7MHd2yT5s,4 years ago,Garik Poter,путин хуйло лалалалала ,True,False,True
UgiiHw5wf6h-PngCoAEC,H8ABnhoxhMw,2 years ago,Георгий Владимирович,аааахахахах включил из за название хакамада умница так ее никто не обзывал ,False,False,True
Uggsue5KIZuHCXgCoAEC.7-H0Z7-O1ZO7-Jh0osyciB,FXCliOGt0Jc,4 years ago,Анатолий Ц,вопрос очень важный и правильный уверен нужна но это должна быть не нац валюта а другая единица для этого еще не наступили условия первое и самое главное условие это сильная и независимая организация оон к сожалению мы все видим что сегодня оон полностью зависимая от запада и сша так что не скоро нам видеть единую международную платежную единицу ,False,False,True
UgiHRHhDCXZ8-XgCoAEC,T6IbEIBhb8o,4 years ago,Александр Яровой 921,это бойцы спец подразделения альфа проводят анитеррористическую операцию по иностранным террористам стреляют а те постоянно с какими то чертями с западной украины лазили вот получилось что по гражданам попали ,False,False,True
UgjdSTVNmEMZAHgCoAEC.7-H0Z7-7znk7-JinZgPnO_,E950t1WGiE0,4 years ago,сергей банных,молчишь я прав жди визы в гейропу для радости ,True,True,True
UgjMuE4o1yyLPHgCoAEC,zCmV4dX5tgs,4 years ago,Виктория Тырса,продажный журналюга брехун перебивает ир ину постоянно ее оппоненка почти все передачу промолчала ее для фона туда поставили что ли и она побеждает класс сценарий зомбирующий а голова дана чтобы думать ирине респект умная женщина соловьев продвигает сценарий сепаратизма ах юго восток ах крым потеряете со своими имперскими замашками чтоб откусить от пирога противно сценар ии с осетией приднестровьем чечней понятен но ничего не выйдет уважайте других ивас будут уважать ,False,False,True
UghOrrNvAK35DXgCoAEC.7-H0Z7-1pxz7-HE2t4BkR6,xTfMbgQqEeg,4 years ago,Valentyn Stets,зато в тс море возможностей ,False,False,True
Ugi4RbAqV77eQngCoAEC,8SqTaE4-5a4,2 years ago,Алиса Двачевская, моя страна не упадет на колени миллиарда долга говорят обратное ,False,False,True
UgjuvwVQR69fw3gCoAEC.7-H0Z7-Pl8i7-lfUviDyUn,H8ABnhoxhMw,4 years ago,HRONIK CHE,пшел от сюда дичь ,True,False,True
UggTBVsk_NOxwXgCoAEC,H8ABnhoxhMw,4 years ago,ІЛЛЯ НОРМ,д о л б о е б ,True,False,True
Ugi9S8AZgSR05HgCoAEC.7-H0Z7-Flq176SZk4njZov,_k-gDXrfu-s,3 years ago,Александр Волков,зато ваша страна очень любит россию мы нормально относимся к простым людям на украине да и почти у каждой семье в россии там есть родственники или друзья в нашей стране в разных политических программах участвуют украинские политологи а где на украине российские политологи или журналисты где российкое сми говорят что мы боимся нашу власть так вот наш президент уже несколько раз уже отвечал на вопросы которые ему задавали простые люди по телефону телевизору смс и т д ваши умные ребята которые сбежали в россию от могилизации пожив здесь немного говорят нам рассказывали про россию совсем другое как мы ошибались мы похоже никогда друг другу ничего не докажем у каждого своя правда одно могу сказать с донбассом луганском грузией и т д у америки не получилось следующей целью будет приднестровье поэтому и назначили в одессе мишико но это будет последней ошибкой порошенко ,False,False,True
Ugi9vt9F0mMhNngCoAEC.7-H0Z7-PxJb7-Ud1OzVRQk,8SqTaE4-5a4,4 years ago,владимир москаленко,я с тобой полностью согласен ну хватит уже этой войны мы же братья мы же славяне и нам нужно бороться против настоящего невидимого нам врага а не того фиктивного которого создали слухи ,False,False,True
UggAYqnccOQ7sngCoAEC,zCmV4dX5tgs,4 years ago,boa goa, крашенинниковой после половины программы можно было уйти соловьев делал всю работу сам отвратительный человек отыграл на батя не забудет ,False,False,True
Ughhiqx6EvEJc3gCoAEC,K8AXOV4ovfA,1 year ago,1976AlexG,убей нато и европидоров смерть майданутым ублюдкам ,True,True,True
Ugi5jv7e4sVOyXgCoAEC.7-H0Z7-9cdj72_N-ywHHBY,8SqTaE4-5a4,3 years ago,JOHNYBEST,и ,False,False,True
UghySNLUCla3OngCoAEC.7-H0Z7-1-kz7-H9FM4QUz5,T6IbEIBhb8o,4 years ago,Дмитрий Голуб,так мы и решаем их сами только пиздеть не правду нехуй по ящику ,True,False,True
UgjfjA6pELOh3XgCoAEC,Jtf9km8-U2c,4 years ago,Braburus,просто шикарно мне оч понравилось ,False,False,True
UggrnscwTfj8A3gCoAEC.7-H0Z7-AlLD7-X_kQLe3DV,IqFdatdem64,4 years ago,PupkinIXI,добьются того что украина разделится на несколько частей во многих областях украины неприемлем союз с ес ,False,False,True
Ugi0ZhKtKifHzHgCoAEC.7-H0Z7-EljA7-Pq5DT7TCm,zCmV4dX5tgs,4 years ago (edited),Santa Barbara,просто профессиональный западный лоббист ,False,False,True
Ughwy5riOiliNngCoAEC,-1xe2qKjYC4,4 years ago,Днепр,великолепно ,False,False,True
UgizRs6ztLwhE3gCoAEC.7-H0Z7-CS-n7-IJrfdRgsl,V5uy0IGiWkQ,4 years ago,499 .москва,точно это агент госдепа с кетчупом хайнс ,False,False,True
